category_id,type,question_text,question_text_sv
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who in this group would be the worst wingman?","Vem i den här gruppen skulle vara den sämsta wingmannen?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the most embarrassing thing you have done on a night out?","Vad är det mest pinsamma du har gjort på en kväll ute?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here would get arrested first on a crazy trip?","Vem här skulle bli arresterad först på en galen resa?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the worst pickup line you have ever used?","Vad är den sämsta raggningsrepliken du någonsin använt?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here is most likely to start a fight in a video game?","Vem här är troligast att starta ett bråk i ett datorspel?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the most chaotic night you have ever had?","Vad är den mest kaotiska kvällen du någonsin haft?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here would lose all their money in Vegas?","Vem här skulle förlora alla sina pengar i Vegas?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the weirdest thing you have done while drunk?","Vad är det konstigaste du har gjort när du var full?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here would survive the longest in the wild?","Vem här skulle överleva längst i vildmarken?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the most ridiculous bet you have ever made?","Vad är det mest löjliga vad du någonsin har slagit?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here is most likely to forget their phone somewhere?","Vem här är troligast att glömma sin telefon någonstans?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the funniest thing someone here has ever done?","Vad är det roligaste någon här någonsin har gjort?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here is most likely to text their ex?","Vem här är troligast att texta sin ex?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the most stupid challenge you would actually try?","Vad är den dummaste utmaningen du faktiskt skulle prova?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here would get lost on a simple trip?","Vem här skulle vilse på en enkel resa?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"What is the worst decision you made during a night out?","Vad är det sämsta beslut du tog under en kväll ute?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,truth,"Who here would make the worst life coach?","Vem här skulle vara den sämsta livscoachen?"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Do your best impression of someone in the group.","Gör din bästa imitation av någon i gruppen."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Let the group choose a nickname for you for the next round.","Låt gruppen välja ett smeknamn åt dig för nästa runda."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Text someone 'I have a crazy story to tell you later.'","Texta någon 'Jag har en galen historia att berätta senare.'"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Act like a motivational gym coach for 20 seconds.","Uppträd som en motivationsgymcoach i 20 sekunder."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Send a random meme to the last person you texted.","Skicka en slumpmässig meme till den sista personen du textade."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Try to make everyone laugh in 10 seconds.","Försök få alla att skratta på 10 sekunder."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Let someone pick a random emoji you must use in every sentence until your next turn.","Låt någon välja en slumpmässig emoji du måste använda i varje mening tills din nästa tur."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Pretend you are giving a dramatic movie speech.","Låtsas att du håller ett dramatiskt filmtal."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Send the 😎 emoji to the 4th person in your chat list.","Skicka 😎-emojin till den 4:e personen i din chattlista."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Do 10 pushups or take a penalty.","Gör 10 armhävningar eller ta ett straff."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Let the group choose a funny pose you must hold for 10 seconds.","Låt gruppen välja en rolig pose du måste hålla i 10 sekunder."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Call a friend and say 'Bro I need advice.'","Ring en vän och säg 'Brorsan jag behöver råd.'"
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Let someone else send a message from your phone.","Låt någon annan skicka ett meddelande från din telefon."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Pretend you are a sports commentator for the next turn.","Låtsas att du är en sportkommentator för nästa tur."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Tell a fake dramatic story about something that happened tonight.","Berätta en falsk dramatisk historia om något som hände ikväll."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Send a 'what are you doing tonight?' text to someone.","Skicka ett 'vad gör du ikväll?'-meddelande till någon."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Let the group scroll your camera roll for 5 seconds.","Låt gruppen bläddra i ditt kamerarulle i 5 sekunder."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Act like a celebrity being interviewed.","Uppträd som en kändis som intervjuas."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Give the person to your left a motivational speech.","Ge personen till vänster om dig ett motivationsföredrag."
34f170e4-f67b-49c5-a8d1-56b282aee1a6,dare,"Do your best victory celebration like you just won a championship.","Gör din bästa vinstfirande som om du just vunnit ett mästerskap."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the cringiest message you have ever sent?","Vad är det mest cringe-meddelandet du någonsin har skickat?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever tried to act cool and completely failed?","Har du någonsin försökt verka cool och misslyckats totalt?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the most embarrassing thing you posted online?","Vad är det mest pinsamma du har lagt upp online?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever waved back at someone who wasn't waving at you?","Har du någonsin vinkat tillbaka till någon som inte vinkade till dig?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the worst pickup line you have ever used?","Vad är den sämsta raggningsrepliken du någonsin använt?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever laughed at a joke you didn't understand?","Har du någonsin skrattat åt ett skämt du inte förstod?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the most awkward moment you have had in public?","Vad är det mest pinsamma ögonblicket du har haft offentligt?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever accidentally liked an old photo while stalking someone?","Har du någonsin av misstag gillat en gammal bild när du stalkade någon?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the cringiest thing you did to impress someone?","Vad är det mest cringe du har gjort för att imponera på någon?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever sent a message to the wrong person?","Har du någonsin skickat ett meddelande till fel person?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the most embarrassing autocorrect fail you have had?","Vad är det mest pinsamma autokorrigeringsfelet du har haft?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever tried to flirt and made things awkward?","Har du någonsin försökt flörta och gjort det pinsamt?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the cringiest phase you have ever gone through?","Vad är den mest cringe-fasen du någonsin gått igenom?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever pretended to understand something you didn't?","Har du någonsin låtsats förstå något du inte gjorde?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the most embarrassing thing you have said out loud?","Vad är det mest pinsamma du har sagt högt?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever tripped or fallen in front of people?","Har du någonsin snubblat eller fallit framför folk?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the worst joke you have ever told?","Vad är det sämsta skämtet du någonsin har berättat?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever waved goodbye and walked the same direction?","Har du någonsin vinkat adjö och gått åt samma håll?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"What is the most awkward silence you have experienced?","Vad är den mest pinsamma tystnaden du har upplevt?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,truth,"Have you ever tried to look busy when someone was watching?","Har du någonsin försökt se upptagen ut när någon tittade?"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Send the most awkward emoji combination you can think of to someone.","Skicka den mest pinsamma emojikombinationen du kan tänka dig till någon."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Read the last message you sent out loud in a dramatic voice.","Läs det sista meddelandet du skickade högt med dramatiskt röst."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Act like an influencer recording a cringe vlog for 20 seconds.","Uppträd som en influencer som spelar in en cringe-vlogg i 20 sekunder."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Send a random 'hey' text to the 5th person in your chat list.","Skicka ett slumpmässigt 'hej'-meddelande till den 5:e personen i din chattlista."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Pretend to flirt with a chair for 15 seconds.","Låtsas flörta med en stol i 15 sekunder."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Sing the chorus of a song dramatically.","Sjung refrängen till en låt dramatiskt."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Act like you are giving a cringe motivational speech.","Uppträd som om du håller ett cringe-motivationsföredrag."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Send a voice message saying 'This is awkward but hi.'","Skicka ett röstmeddelande som säger 'Det här är pinsamt men hej.'"
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Let someone in the group write a short message you must send.","Låt någon i gruppen skriva ett kort meddelande du måste skicka."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Make intense eye contact with someone for 10 seconds.","Ha intensiv ögonkontakt med någon i 10 sekunder."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Pretend you are in a dramatic romantic movie scene.","Låtsas att du är i en dramatisk romantisk filmscen."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Send a random meme to someone without context.","Skicka en slumpmässig meme till någon utan kontext."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Say the alphabet like you are flirting.","Säg alfabetet som om du flörtar."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Act like a robot trying to be cool.","Uppträd som en robot som försöker vara cool."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Give a fake inspirational speech about awkward moments.","Håll ett falskt inspirerande tal om pinsamma ögonblick."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Send the 🙃 emoji to someone randomly.","Skicka 🙃-emojin till någon slumpmässigt."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Pretend you are a cringe TikTok influencer for 15 seconds.","Låtsas att du är en cringe-TikTok-influencer i 15 sekunder."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Let the group choose an emoji you must use in every sentence until your next turn.","Låt gruppen välja en emoji du måste använda i varje mening tills din nästa tur."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Try to make the most awkward small talk possible.","Försök ha den mest pinsamma småpratet möjligt."
5785eff2-3ac9-4465-bc7b-e1dde2855dce,dare,"Say 'This is so awkward' three times dramatically.","Säg 'Det här är så pinsamt' tre gånger dramatiskt."
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the most embarrassing thing you have ever posted online?","Vad är det mest pinsamma du någonsin har lagt upp online?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever stalked someone's profile for way too long?","Har du någonsin stalkat någons profil alldeles för länge?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the most awkward message you have sent on social media?","Vad är det mest pinsamma meddelandet du har skickat på sociala medier?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever accidentally liked an old photo while stalking someone?","Har du någonsin av misstag gillat en gammal bild när du stalkade någon?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the most embarrassing comment you have ever left?","Vad är den mest pinsamma kommentaren du någonsin har lämnat?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever unfollowed someone because you were jealous?","Har du någonsin slutat följa någon för att du var avundsjuk?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the longest time you have spent scrolling social media in one sitting?","Vad är den längsta tiden du har spenderat på att scrolla sociala medier i ett svep?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever deleted a post because it didn't get enough likes?","Har du någonsin raderat ett inlägg för att det inte fick tillräckligt många gillar?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the cringiest thing you have posted?","Vad är det mest cringe du har lagt upp?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever pretended not to see someone's message?","Har du någonsin låtsats inte se någons meddelande?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Who in this group would become an influencer first?","Vem i den här gruppen skulle bli influencer först?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the weirdest DM you have ever received?","Vad är det konstigaste DM du någonsin har fått?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever checked who viewed your story multiple times?","Har du någonsin kollat vem som tittade på din story flera gånger?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the most random thing in your camera roll?","Vad är det mest slumpmässiga i ditt kamerarulle?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever posted something just to make someone jealous?","Har du någonsin lagt upp något bara för att göra någon avundsjuk?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the worst selfie you have ever taken?","Vad är den sämsta selfien du någonsin tagit?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever ignored someone online on purpose?","Har du någonsin ignorerat någon online med flit?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the most ridiculous trend you have tried?","Vad är den mest löjliga trenden du har provat?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"Have you ever spent more than an hour editing a photo?","Har du någonsin spenderat mer än en timme på att redigera en bild?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,truth,"What is the funniest thing you have seen on social media?","Vad är det roligaste du har sett på sociala medier?"
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Post a random emoji on your story.","Lägg upp en slumpmässig emoji på din story."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send the 😎 emoji to the 3rd person in your chat list.","Skicka 😎-emojin till den 3:e personen i din chattlista."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Post a selfie with the caption 'No explanation.'","Lägg upp en selfie med bildtexten 'Ingen förklaring.'"
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"React to the last story you saw.","Reagera på den sista storyn du såg."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send a meme to the last person you chatted with.","Skicka en meme till den sista personen du chattade med."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Let the group choose an emoji you must send to someone.","Låt gruppen välja en emoji du måste skicka till någon."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Post 'Ask me anything' on your story.","Lägg upp 'Fråga mig vad som helst' på din story."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send a random 'hey' message to someone you haven't talked to in months.","Skicka ett slumpmässigt 'hej'-meddelande till någon du inte pratat med på månader."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Change your profile picture to a funny face for 10 minutes.","Byt din profilbild till en rolig grimace i 10 minuter."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send a voice message saying 'This is random but hi.'","Skicka ett röstmeddelande som säger 'Det här är slumpmässigt men hej.'"
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Let someone choose a caption for your next post.","Låt någon välja en bildtext till ditt nästa inlägg."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"React with ❤️ to an old message in your chat.","Reagera med ❤️ på ett gammalt meddelande i din chatt."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send a random selfie to someone.","Skicka en slumpmässig selfie till någon."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Comment 'legend' on a friend's post.","Kommentera 'legend' på en väns inlägg."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send the 🙃 emoji to someone randomly.","Skicka 🙃-emojin till någon slumpmässigt."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Post a poll on your story.","Lägg upp en omröstning på din story."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send a random GIF to someone.","Skicka en slumpmässig GIF till någon."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Let the group scroll your camera roll for 5 seconds.","Låt gruppen bläddra i ditt kamerarulle i 5 sekunder."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"Send a 'what are you doing?' text to someone.","Skicka ett 'vad gör du?'-meddelande till någon."
5b913c1a-4175-4faa-b767-28bde83a6ab0,dare,"React with 🔥 to the last story you see.","Reagera med 🔥 på den sista storyn du ser."
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the biggest risk you have ever taken?","Vad är den största risken du någonsin har tagit?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever sent a message you instantly regretted?","Har du någonsin skickat ett meddelande du direkt ångrade?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the most reckless decision you have made on a night out?","Vad är det mest vårdslösa beslut du har tagit på en kväll ute?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever done something risky just for the thrill?","Har du någonsin gjort något riskabelt bara för kicket?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the most impulsive thing you have done?","Vad är det mest impulsiva du har gjort?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever broken a rule just because everyone else was doing it?","Har du någonsin brutit en regel bara för att alla andra gjorde det?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the craziest thing you would actually try once?","Vad är det galnaste du faktiskt skulle prova en gång?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever taken a big risk for someone you liked?","Har du någonsin tagit en stor risk för någon du gillade?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the worst decision you made because of peer pressure?","Vad är det sämsta beslut du tog på grund av grupptryck?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever lied to get out of trouble?","Har du någonsin ljugit för att komma ur trubbel?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the most dangerous situation you have been in?","Vad är den farligaste situationen du har varit i?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever done something you knew was a bad idea but did it anyway?","Har du någonsin gjort något du visste var en dålig idé men gjorde det ändå?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the most chaotic thing you have done with friends?","Vad är det mest kaotiska du har gjort med vänner?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever taken a risk that actually paid off?","Har du någonsin tagit en risk som faktiskt löpte?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the most rebellious thing you have done?","Vad är det mest upproriska du har gjort?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever gotten away with something risky?","Har du någonsin kommit undan med något riskabelt?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is something risky you would never try again?","Vad är något riskabelt du aldrig skulle prova igen?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Have you ever taken a dare that went completely wrong?","Har du någonsin tagit en utmaning som gick helt fel?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"What is the most spontaneous decision you have made?","Vad är det mest spontana beslut du har tagit?"
62892999-ac64-4f59-941b-1415dd38609d,truth,"Would you rather take a big risk or play it safe?","Vill du hellre ta en stor risk eller spela säkert?"
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send a random 'hey' text to someone you haven't spoken to in months.","Skicka ett slumpmässigt 'hej'-meddelande till någon du inte pratat med på månader."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Let the group choose someone you must send an emoji to.","Låt gruppen välja någon du måste skicka en emoji till."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Text someone 'Random question… what are you doing right now?'","Texta någon 'Slumpmässig fråga… vad gör du just nu?'"
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send a meme to the last person you chatted with.","Skicka en meme till den sista personen du chattade med."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Call a friend and say 'I need your advice right now.'","Ring en vän och säg 'Jag behöver dina råd just nu.'"
62892999-ac64-4f59-941b-1415dd38609d,dare,"Let the group write a short message you must send.","Låt gruppen skriva ett kort meddelande du måste skicka."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send the 😈 emoji to the 5th person in your chat list.","Skicka 😈-emojin till den 5:e personen i din chattlista."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Text someone 'Be honest… do you trust me?'","Texta någon 'Var ärlig… litar du på mig?'"
62892999-ac64-4f59-941b-1415dd38609d,dare,"Post a random emoji on your story.","Lägg upp en slumpmässig emoji på din story."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send a voice message saying 'This might be a bad idea but hi.'","Skicka ett röstmeddelande som säger 'Det här kan vara en dålig idé men hej.'"
62892999-ac64-4f59-941b-1415dd38609d,dare,"React with 🔥 to the last story you saw.","Reagera med 🔥 på den sista storyn du såg."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send a random selfie to someone.","Skicka en slumpmässig selfie till någon."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Text someone 'You crossed my mind today.'","Texta någon 'Du dök upp i mina tankar idag.'"
62892999-ac64-4f59-941b-1415dd38609d,dare,"Let the group choose an emoji you must send to someone.","Låt gruppen välja en emoji du måste skicka till någon."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send 'I have a weird question for you.' to someone.","Skicka 'Jag har en konstig fråga till dig.' till någon."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Let someone else send a message from your phone.","Låt någon annan skicka ett meddelande från din telefon."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send a random GIF to someone.","Skicka en slumpmässig GIF till någon."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Text someone 'I almost texted you something risky.'","Texta någon 'Jag nästan textade dig något riskabelt.'"
62892999-ac64-4f59-941b-1415dd38609d,dare,"Send the 👀 emoji to someone randomly.","Skicka 👀-emojin till någon slumpmässigt."
62892999-ac64-4f59-941b-1415dd38609d,dare,"Let the group choose someone you must text 'Guess what just happened.'","Låt gruppen välja någon du måste texta 'Gissa vad som just hände.'"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the biggest red flag someone can have?","Vad är den största röda flaggan någon kan ha?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"Have you ever ignored a red flag because you liked someone?","Har du någonsin ignorerat en röd flagga för att du gillade någon?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag you secretly find attractive?","Vad är en röd flagga du hemligt tycker är attraktiv?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the biggest red flag you have shown in a relationship?","Vad är den största röda flaggan du har visat i en relation?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"Have you ever dated someone even though friends warned you?","Har du någonsin haft en relation med någon trots att vänner varnade dig?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the worst red flag you ignored?","Vad är den värsta röda flaggan du ignorerade?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag people often overlook?","Vad är en röd flagga folk ofta bortser från?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the most obvious red flag someone showed you?","Vad är den mest uppenbara röda flaggan någon visade dig?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"Have you ever been someone else's red flag?","Har du någonsin varit någon annans röda flagga?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the funniest red flag you have ever seen?","Vad är den roligaste röda flaggan du någonsin sett?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag in friendships?","Vad är en röd flagga i vänskaper?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag on social media?","Vad är en röd flagga på sociala medier?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag during a first date?","Vad är en röd flagga under en första dejt?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the weirdest red flag you have seen?","Vad är den konstigaste röda flaggan du har sett?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"Have you ever stayed with someone despite obvious red flags?","Har du någonsin stannat kvar med någon trots uppenbara röda flaggor?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag that instantly turns you off?","Vad är en röd flagga som direkt stänger av dig?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What red flag do people ignore too often?","Vilken röd flagga ignorerar folk för ofta?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is a red flag you noticed too late?","Vad är en röd flagga du märkte för sent?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"Have you ever pointed out a red flag to a friend?","Har du någonsin pekat på en röd flagga för en vän?"
678bb3f8-857a-4250-98f8-e2a5653e2766,truth,"What is the most dramatic red flag you have seen?","Vad är den mest dramatiska röda flaggan du har sett?"
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Text someone and ask them what they think your biggest red flag is.","Texta någon och fråga vad de tycker din största röda flagga är."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send the 🚩 emoji to the 4th person in your chat list.","Skicka 🚩-emojin till den 4:e personen i din chattlista."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Let the group choose someone you must send the 🚩 emoji to.","Låt gruppen välja någon du måste skicka 🚩-emojin till."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a meme about red flags to someone.","Skicka en meme om röda flaggor till någon."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Call a friend and ask them what your biggest red flag is.","Ring en vän och fråga vad din största röda flagga är."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a message saying 'Be honest… am I a red flag?'","Skicka ett meddelande som säger 'Var ärlig… är jag en röd flagga?'"
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"React with 🚩 to someone's last message.","Reagera med 🚩 på någons sista meddelande."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send the 👀 emoji to someone randomly.","Skicka 👀-emojin till någon slumpmässigt."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Text someone 'I might be a walking red flag.'","Texta någon 'Jag kanske är en gående röd flagga.'"
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a random 'hey' message to someone.","Skicka ett slumpmässigt 'hej'-meddelande till någon."
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Send a voice message saying 'I need honest feedback.'","Skicka ett röstmeddelande som säger 'Jag behöver ärlig feedback.'"
678bb3f8-857a-4250-98f8-e2a5653e2766,dare,"Text someone 'Tell me my biggest red flag.'","Texta någon 'Berätta min största röda flagga.'"
